Name1, Name2, Address, Phone_Number, email, Website, Head_Master
玫瑰蕾小學,Rosebud Primary School,荃灣永順街38號海灣花園地下,24067300,register@rosebud.edu.hk,http://www.rosebud.edu.hk,Mr Rustem Sultanov
瑪利曼小學,Marymount Primary School,香港大坑道336號,25728728,mps@mps.edu.hk,http://www.mps.edu.hk,何建儀女士
瑪利諾修院學校(小學部),Maryknoll Convent School (Primary Section),九龍窩打老道130號,23360611,mcsps@mcsps.edu.hk,http://www.mcsps.edu.hk,袁淑華校長
瑪利諾神父教會學校(小學部),Maryknoll Fathers' School (Primary Section),九龍深水埗海麗街11號,27788235,mfshead@gmail.com,http://mfp.hkcampus.net,吳偉文博士
番禺會所華仁小學,Pun U Association Wah Yan Primary School,香港灣仔司徒拔道肇輝台1F,25722140,puwyhk@netvigator.com,http://www.puawyps.edu.hk,陳岡博士
白田天主教小學,Pak Tin Catholic Primary School,九龍深水埗白田邨,27761423,pt@paktin.edu.hk,http://www.paktin.edu.hk,謝至美女士
真鐸學校,Chun Tok School,九龍鑽石山斧山道171號,23265111,info@cts.edu.hk,http://www.cts.edu.hk,黎美霞女士
石湖墟公立學校,Shek Wu Hui Public School,新界上水天平邨,26721225,swhps@swhps.edu.hk,http://www.swhps.edu.hk,沈美芬女士
石籬天主教小學,Shek Lei Catholic Primary School,新界葵涌石梨街18號石籬二邨,24203186,sheklei@sheklei.edu.hk,http://www.sheklei.edu.hk,鄧烈文先生
石籬聖若望天主教小學,Shek Lei St. John's Catholic Primary School,新界葵涌大白田街99號,35950036,slsj@slsj.edu.hk,http://www.slsj.edu.hk,蕭茵女士
祖堯天主教小學,Cho Yiu Catholic Primary School,新界葵涌祖堯邨敬祖路10號,27423701,cyw-mail@choyiu.edu.hk,http://www.choyiu.edu.hk,何麗君女士
神召第一小學,First Assembly of God Primary School,九龍亞皆老街123號,27688411,agp@faog.org.hk,http://pskg.faog.org.hk,何國萍先生
福建中學附屬學校,Fukien Secondary School Affiliated School,九龍觀塘油塘村第二期,26060670,info@fssas.edu.hk,http://www.fssas.edu.hk,徐區懿華女士
福德學校,Bishop Ford Memorial School,九龍東頭村培民街,23360206,info@bfordms.edu.hk,http://www.bfordms.edu.hk,許加路先生
福德學社小學,Fuk Tak Education Society Primary School,新界沙頭角山咀村,26742120,school@ftesps.edu.hk,http://www.ftesps.edu.hk,梁志文先生
福榮街官立小學,Fuk Wing Street Government Primary School,九龍深水埗福榮街231號,23869426,fwsgps@edb.gov.hk,http://www.fwsgps.edu.hk,何惠珍女士
秀明小學,Sau Ming Primary School,九龍觀塘秀茂坪秀豐街5號,23493478,smpsmail@gmail.com,http://www.saumingps.edu.hk,陳俊敏女士
秀茂坪天主教小學,Sau Mau Ping Catholic Primary School,九龍觀塘寶達邨,23484218,sams@smpcps.edu.hk,http://www.smpcps.edu.hk,葉春燕女士
筲箕灣官立小學,Shau Kei Wan Government Primary School,香港筲箕灣東大街19號,25692532,skwgps@edb.gov.hk,http://www.skwgps.edu.hk,梁靜宜女士
筲箕灣崇真學校,Shaukiwan Tsung Tsin School,香港筲箕灣巴色道3號,25606272,info@skwtts.edu.hk,http://www.skwtts.edu.hk,關唐裕先生
粉嶺公立學校,Fanling Public School,新界粉嶺粉嶺村651號,26702297,office@flp.edu.hk,http://www.flp.edu.hk,余美賢女士
粉嶺官立小學,Fanling Government Primary School,新界粉嶺祥華村,26692024,fgpsa@edb.gov.hk,http://www.fgps.edu.hk,陳張燕媚女士
耀山學校,Iu Shan School,九龍嘉林邊道24號,23362115,iushan@iushan.edu.hk,http://www.iushan.edu.hk,蘇麗霞女士
聖三一堂小學,Holy Trinity Primary School,九龍城富寧街57號,27110928,htps@htps.edu.hk,http://www.htps.edu.hk,阮素雲女士
聖伯多祿天主教小學,St. Peter's Catholic Primary School,香港鴨脷洲利東邨第二期,28748311,spcps@netvigator.com,http://www.spcps.edu.hk,周詠詩女士
聖保祿天主教小學,St. Paul's Primary Catholic School,香港跑馬地黃泥涌道81A號,25763181,sppcs@yahoo.com.hk,http://www.sppcs.edu.hk,關佩玲女士
聖保祿學校(小學部),St. Paul's Convent School (Primary Section),香港銅鑼灣禮頓道140號,25760601,corr@spcspr.edu.hk,http://www.spcspr.edu.hk,高淑佩女士
聖保羅書院小學,St. Paul's College Primary School,香港域多利道777號,37101777,office@spc-ps.edu.hk,http://www.spc-ps.edu.hk,麥志豪先生
聖保羅男女中學附屬小學,St. Paul's Co-educational College Primary School,香港黃竹坑南風徑11號,25261882,spccps@ps.spcc.edu.hk,http://www.spccps.edu.hk,梁麗美女士
聖公會主恩小學,SKH Chu Yan Primary School,新界葵涌葵盛邨第二號校舍,24201915,info@chuyan.edu.hk,http://www.chuyan.edu.hk,李明珠女士
聖公會主愛小學,SKH Chu Oi Primary School,葵涌石蔭童子街45號,24267424,email@chuoi.edu.hk,http://www.chuoi.edu.hk,雷穎儀女士
聖公會主愛小學(梨木樹),SKH Chu Oi Primary School (Lei Muk Shue),新界荃灣梨木樹邨,24011985,chuoi@chuoi-lms.edu.hk,http://www.chuoi-lms.edu.hk,翟智康先生
聖公會主風小學,SKH Holy Spirit Primary School,新界沙田瀝源邨,26049051,inbox@skhhsst.net,http://www.skhhsst.edu.hk,鄭思思女士
聖公會九龍灣基樂小學,SKH Kowloon Bay Kei Lok Primary School,九龍九龍灣啟仁街六號,27969393,kbkeilok@kbkeilok.edu.hk,http://www.kbkeilok.edu.hk,林鳳儀校長
聖公會仁立小學,SKH Yan Laap Primary School,新界葵涌葵盛圍399號,24207986,ylp-mail@yanlaap.edu.hk,http://www.yanlaap.edu.hk,呂秀鳳女士
聖公會仁立紀念小學,SKH Yan Laap Memorial Primary School,新界葵涌上角街13號,24286600,yanlaap@hotmail.com,http://www.ylm.edu.hk,余茵茵女士
聖公會何澤芸小學,SKH Ho Chak Wan Primary School,新界青衣長亨邨,24327311,mail@skhhcw.edu.hk,http://www.skhhcw.edu.hk,張昌明先生
聖公會偉倫小學,SKH Wei Lun Primary School,大嶼山愉景灣第13區,29878608,skhweilun@skhweilun.edu.hk,http://www.skhweilun.edu.hk,鍾淑玲女士
聖公會呂明才紀念小學,SKH Lui Ming Choi Memorial Primary School,香港西環加惠民道31號,28172305,skhlmcmps1960@yahoo.com.hk,http://www.skhlmcmps.edu.hk,黃秀雯女士
聖公會嘉福榮真小學,SKH Ka Fuk Wing Chun Primary School,新界粉嶺嘉福邨,29476888,kfwc@eservices.hkedcity.net,http://www.skhkfwc.edu.hk,盧美欣女士
聖公會基德小學,SKH Kei Tak Primary School,九龍黃大仙大成街,23203077,skhkt@skhkt.edu.hk,http://www.skhkt.edu.hk,林結儀女士
聖公會基恩小學,SKH Kei Yan Primary School,香港中環荷李活道109號,25240896,skyps100@yahoo.com.hk,http://www.skhkyps.edu.hk,李文傑先生
聖公會基愛小學,SKH Kei Oi Primary School,九龍深水埗廣利道15號,23862463,skh.keioi@yahoo.com.hk,http://www.keioi.edu.hk,陳嘉文先生
聖公會基榮小學,SKH Kei Wing Primary School,九龍大角咀荔枝角道23號,23800349,info@skhkwps.edu.hk,http://www.skhkwps.edu.hk,許穎芬女士
聖公會基樂小學,SKH Kei Lok Primary School,九龍牛頭角樂華邨,27555611,keilok@keilok.edu.hk,http://web.keilok.edu.hk,温志揚先生
聖公會基福小學,SKH Kei Fook Primary School,九龍長沙灣道555號,23871121,info@keifook.edu.hk,http://www.keifook.edu.hk,李穗芳女士
聖公會基顯小學,SKH Kei Hin Primary School,九龍牛頭角上邨,27507771,keihin@skhkeihin.edu.hk,http://www.skhkeihin.edu.hk,駱瑞萍女士
聖公會天水圍靈愛小學,SKH Tin Shui Wai Ling Oi Primary School,新界元朗天水圍天瑞路82號,24461633,info@skhtswlo.edu.hk,http://www.skhtswlo.edu.hk,孔偉成先生
聖公會奉基千禧小學,SKH Fung Kei Millennium Primary School,紅磡黃埔花園德定街2號,23627123,fkmps@fkmps.edu.hk,http://www.fkmps.edu.hk,陳小燕女士
聖公會奉基小學,SKH Fung Kei Primary School,九龍紅磡黃埔花園德定街4號,27648909,fungkei@fungkei.edu.hk,http://www.fungkei.edu.hk,翁少珊女士
聖公會將軍澳基德小學,SKH Tseung Kwan O Kei Tak Primary School,將軍澳寶康路82號,23206066,tkokt@tkokt.edu.hk,http://www.tkokt.edu.hk,梅潔玲女士
聖公會德田李兆強小學,SKH Tak Tin Lee Shiu Keung Primary School,九龍觀塘藍田慶田街3號,27759338,info@skhttlsk.edu.hk,http://www.skhttlsk.edu.hk,李偉栢先生
聖公會日修小學,SKH Yat Sau Primary School,九龍黃大仙彩虹邨綠柳路,23204932,999,999,999
聖公會李兆強小學,SKH Lee Shiu Keung Primary School,九龍藍田平田邨安田街第一校舍,23465430,info@skhlsk.edu.hk,http://www.skhlsk.edu.hk,何啟安先生
聖公會柴灣聖米迦勒小學,SKH Chai Wan St. Michael's Primary School,香港柴灣柴灣道380號,31028101,info@skhcwsms.edu.hk,http://www.skhcwsms.edu.hk,梁國強先生
聖公會榮真小學,SKH Wing Chun Primary School,新界粉嶺吉祥街3號,26703338,skhwc@eservices.hkedcity.net,http://www.skhwc.edu.hk,羅春鳳女士
聖公會油塘基顯小學,SKH Yautong Kei Hin Primary School,九龍油塘油塘道23號,27570322,ykh@skhykh.edu.hk,http://www.skhykh.edu.hk,王彩娣女士
聖公會牧愛小學,SKH Good Shepherd Primary School,九龍土瓜灣馬頭圍道171號,27123094,info@gsps.edu.hk,http://www.gsps.edu.hk,陳裕均先生
聖公會田灣始南小學,SKH Tin Wan Chi Nam Primary School,香港香港仔田灣始南徑1號,25508326,tcn-mail@hkedcity.net,http://www.tcn.edu.hk/tcn/,郭妙嫻女士
聖公會置富始南小學,SKH Chi Fu Chi Nam Primary School,香港薄扶林置富花園置富徑3號,25504004,skhcfcnps@eservices.hkedcity.net,http://www.skhcfcn.edu.hk,曾玉珍女士
聖公會聖匠小學,SKH Holy Carpenter Primary School,九龍土瓜灣貴州街14號,23332313,office@hcps.edu.hk,http://www.hcps.edu.hk,伍美英女士
聖公會聖十架小學,SKH Holy Cross Primary School,九龍九龍城沐虹街9號,23204931,skhhcinfo@gmail.com,http://www.skhhcps.edu.hk,陳頌康先生
聖公會聖多馬小學,SKH St. Thomas' Primary School,九龍深水埗東沙島街145號,27793076,skhstthomasps@yahoo.com.hk,http://www.skhstthomas.edu.hk,鄧依萍女士
聖公會聖安德烈小學,SKH St. Andrew's Primary School,九龍深水埗海麗街3號,29591551,andrew@skhstandrews.edu.hk,http://www.skhstandrews.edu.hk,周瑞忠先生
聖公會聖彼得小學,SKH St. Peter's Primary School,香港西營盤山道88號,25462624,info@spps.edu.hk,http://www.spps.edu.hk,黎可欣女士
聖公會聖提摩太小學,SKH St. Timothy's Primary School,九龍紅磡鶴園街14及19號,23625953,mail@stps.edu.hk,http://www.stps.edu.hk,林斯初先生
聖公會聖米迦勒小學,SKH St. Michael's Primary School,香港北角炮台山道23號,25709473,info@skhsms.edu.hk,http://www.skhsms.edu.hk,何亦儀女士
聖公會聖紀文小學,SKH St. Clement's Primary School,九龍長沙灣幸福街5號,23615663,info@skhscps.edu.hk,http://www.skhscps.edu.hk,鄺潤歡女士
聖公會聖約瑟小學,SKH St. Joseph's Primary School,新界元朗錦田波地路12號,24764962,welcome@skhsjs.edu.hk,http://www.skhsjs.edu.hk,何盈蔚女士
聖公會聖約翰小學,SKH St. John's Primary School,九龍清水灣道16號,23226125,sjpschool@yahoo.com.hk,http://www.skhjos.edu.hk,金永添先生
聖公會聖雅各小學,SKH St. James' Primary School,香港灣仔堅尼地道110號,25749369,skhsjps@yahoo.com.hk,http://www.skhsjps.edu.hk,張勇邦先生
聖公會聖馬太小學,SKH St. Matthew's Primary School,香港上環新街12-20號,25483368,mat-mail@hkedcity.net,http://www.stmatthew.edu.hk,莫培超先生
聖公會蒙恩小學,SKH Mung Yan Primary School,新界屯門景峰徑1號,24598909,skhmungyan@gmail.com,http://www.skhmungyanps.edu.hk,陸國森校長
聖公會阮鄭夢芹小學,SKH Yuen Chen Maun Chen Primary School,新界大埔廣福村,26589183,info@skhycmcps.edu.hk,http://www.skhycmcps.edu.hk,楊楚傑先生
聖公會阮鄭夢芹銀禧小學,SKH Yuen Chen Maun Chen Jubilee Primary School,新界大埔富亨邨,26660606,info@skhycmcj.edu.hk,http://www.skhycmcj.edu.hk,朱偉基先生
聖公會靈愛小學,SKH Ling Oi Primary School,新界元朗媽廟路15號,24774109,info@lingoi.edu.hk,http://www.lingoi.edu.hk,謝仕泉先生
聖公會青衣主恩小學,SKH Tsing Yi Chu Yan Primary School,青衣長宏邨,24332225,info@tycy.edu.hk,http://www.tycy.edu.hk,鄧志鵬先生
聖公會青衣邨何澤芸小學,SKH Tsing Yi Estate Ho Chak Wan Primary School,新界青衣第一區小學校舍,24327331,info@tyehcw.edu.hk,http://www.tyehcw.edu.hk,李佩雯女士
聖公會靜山小學,SKH Ching Shan Primary School,九龍黃大仙彩虹邨綠柳路,23204931,999,999,999
聖公會馬鞍山主風小學,SKH Ma On Shan Holy Spirit Primary School,新界沙田馬鞍山寧泰路35號,26048487,info@skhmoshs.edu.hk,http://www.skhmoshs.edu.hk,劉凱芝女士
聖博德天主教小學(蒲崗村道),St. Patrick's Catholic Primary School (Po Kong Village Road),九龍黃大仙蒲崗村道學校村178號,22460783,spcps001@spcpspkv.edu.hk,http://www.spcpspkv.edu.hk,陳麗珠博士
聖博德學校,St. Patrick's School,九龍橫頭磡富美東街12號,23370133,email@sps.edu.hk,http://www.sps.edu.hk,張作芳女士
聖嘉勒小學,St. Clare's Primary School,香港般咸道光景台3-6號,25472751,stclare@scps.school.hk,http://scps.edu.hk,李敏茵女士
聖嘉祿學校,St. Charles School,香港堅尼地城蒲飛路25號,28173325,stcharles@mail.stcharles.edu.hk,http://www.stcharles.edu.hk,黎秀芳女士
聖士提反女子中學附屬小學,St. Stephen's Girls' Primary School,香港柏道33號,25405088,info@ssgps.edu.hk,http://www.ssgps.edu.hk,柯靜如女士
聖士提反書院附屬小學,St. Stephen's College Preparatory School,香港赤柱黃麻角道30-32號,28130272,info@sscps.edu.hk,http://www.sscps.edu.hk,衛燕華博士
聖安多尼學校,St. Anthony's School,香港薄扶林道69號A,25466263,stanthonys@stanthonys.edu.hk,http://www.stanthonys.edu.hk,馬嘉健先生
聖安當小學,St. Antonius Primary School,九龍油塘道1號,23484283,saps01@eservices.hkedcity.net,http://www.saps.edu.hk,羅偉國先生
聖家學校,Holy Family School,坪州南灣聖家路1號,29830359,fam-mail@hkedcity.net,http://www.holyfamily.edu.hk,伍麗英女士
聖愛德華天主教小學,St. Edward's Catholic Primary School,九龍觀塘藍田慶田街8號,27179585,stedwardcps@stedward.edu.hk,http://www.stedward.edu.hk,馮立榮先生
聖文德天主教小學,St. Bonaventure Catholic Primary School,九龍鑽石山鳳德邨鳳禮道四號,23202727,sch@sbcps.edu.hk,http://www.sbcps.edu.hk,張偉菁女士
聖方濟各英文小學,St. Francis Of Assisi's English Primary School,九龍石硤尾街58號,27797654,enquiry@sfaeps.edu.hk,http://www.sfaeps.edu.hk,劉偉明先生
聖方濟愛德小學,St. Francis Of Assisi's Caritas School,九龍石硤尾偉智街7號,27772752,sfacs@yahoo.com,http://www.sfacs.edu.hk,王澤純女士
聖母小學,Our Lady's Primary School,九龍黃大仙沙田坳道116號,23201001,admin@olps.edu.hk,http://www.olps.edu.hk,吳文健修女
聖母無玷聖心學校,Immaculate Heart Of Mary School,新界沙田大圍美田路1號,26912171,ihs-mail@hkedcity.net,http://www.ihms.edu.hk,林美雲女士
聖瑪加利男女英文中小學,St. Margaret's Co-educational English Secondary and Primary School,九龍深水埗深旺道33號,23966675,enquiry@smcesps.edu.hk,http://www.smcesps.edu.hk,譚張潔凝女士
聖羅撒學校,St. Rose of Lima's School,九龍基堤道4號,23382807,srolsp@srols.edu.hk,http://www.srols.edu.hk,鍾潔雲女士
聖若望英文書院(小學部),St. Johannes College (Primary Section),九龍九龍塘窩打老道143號,23362933,pri@st-johannes.edu.hk,http://www.st-johannes.edu.hk,陸梁佳儀女士
聖若瑟小學,St. Joseph's Primary School,香港灣仔活道48號,25742259,sjps1@sjps.edu.hk,http://www.sjps.edu.hk,陳玉娥女士
聖若瑟英文小學,St. Joseph's Anglo-Chinese Primary School,九龍觀塘道57號,23255851,info@sjacps.edu.hk,http://www.sjacps.edu.hk,郭芸女士
聖若翰天主教小學,St. John The Baptist Catholic Primary School,九龍觀塘宜安街29號,23890428,sj-mail@hkedcity.net,http://www.sjbcps.edu.hk,陳秀儀校長
聖類斯中學(小學部),St. Louis School (Primary Section),香港西營盤第三街179號,25472306,info@stlouisps.edu.hk,http://stlouisps.edu.hk,吳錦聰先生
聖馬可小學,St. Mark's Primary School,香港筲箕灣柴灣道71號,25605677,stmarksprisch@yahoo.com.hk,http://www.stmarksprischool.edu.hk,梁浩偉先生
育賢學校,Yuk Yin School,新界上水馬會道,26729917,yyswd86@yahoo.com.hk,http://yukyin.icampus.hk,林向榮先生
